Problem Name	1-amy	2-molly	3-sydney	4-allison	5-charlie	6-jordan	7-martin	8-paul	9-lauren
%(hint_r2_left_level_3)%			"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"		"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_left_column)%)%>"

%(hint_r2_center_level_1)%	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r2_center_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r2_center_level_3)%	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_center_column)%)%>"

%(hint_r2_right_level_1)%	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r2_right_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r2_right_level_3)%	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"

%(hint_r3_left_level_1)%			"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"		"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_left_level_2)%			"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"		"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_left_level_3)%			"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"		"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"

%(hint_r3_center_level_1)%	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_center_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_center_level_3)%	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"

%(hint_r3_right_level_1)%	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already given %(name)% <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> would you give %(name)% to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
