Problem Name	1	2	3	4	5	6	7	8
%(hint_r3_mostRight_level_1)%	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?		If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r3_mostRight_level_2)%	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?		What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r3_mostRight_level_3)%	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>		Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_mostRight)%", 0)))%>
								
%(hint_r3_Center_level_1)%	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already given %(name)% <%=fmtDecimal(totalTableDec(r3c1, r3c2, r3c3, r3c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> should you give %(name)% to get <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r3_Center_level_2)%	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 1)%> you can enter without going over <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r3_Center_level_3)%	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>	Try entering <%=round(floor((%(total)%-totalTableDec(r3c1, r3c2, r3c3, r3c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "%(link_r3_Center)%", 0)))%>
								
%(hint_r1c1_level_1)%			What number should go in the  <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 1)%>  place ?		What number should go in the  <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 1)%>  place ?			What number should go in the  <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 1)%>  place ?
%(hint_r1c1_level_2)%			What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?		What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?			What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r1c1_level_3)%			Try entering <%=round(floor((%(total)%-totalTableDec(r1c1, r1c2, r1c3, r1c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 0)))%>		Try entering <%=round(floor((%(total)%-totalTableDec(r1c1, r1c2, r1c3, r1c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 0)))%>			Try entering <%=round(floor((%(total)%-totalTableDec(r1c1, r1c2, r1c3, r1c4))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c1", 0)))%>
								
%(hint_r1c2_level_1)%	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?	If you have already entered <%=fmtDecimal(totalTableDec(r1c1, r1c2, r1c3, r1c4)/100,2)%>. How many <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> should you enter to get <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r1c2_level_2)%	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?	What is the highest number of <%=columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%, "r1c2", 1)%> you can have without going over <%=fmtDecimal(%(total)%/100,2)%>?
%(hint_r1c2_level_3)%	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>	Try entering <%=round(floor((%(total)%-columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)*floor(%(total)%/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c1",0)))/columnCell(%(column_1_type)%, %(column_2_type)%, %(column_3_type)%, %(column_4_type)%, %(column_1_value)%, %(column_2_value)%, %(column_3_value)%, %(column_4_value)%,"r1c2",0)))%>
								
