Problem Name	1	2	3	4	5	6	7	8
%(hint_r2_right_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r2c1, r2c2, r2c3, r2c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r2_right_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r2_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r2_right_level_3)%	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r2c1, r2c2, r2c3, r2c4, %(r2_right_column)%)%>"
								
%(hint_r3_left_level_1)%			"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"		"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"			"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_left_level_2)%			"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"		"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"			"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_left_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_left_level_3)%			"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"		"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"			"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_left_column)%)%>"
								
%(hint_r3_center_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_center_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_center_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_center_level_3)%	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_center_column)%)%>"
								
%(hint_r3_right_level_1)%	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"	"If you have already entered <%=fmtDecimal(totalRow([r3c1, r3c2, r3c3, r3c4]) / 100, 2)%>. How many <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> should you enter to get <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_right_level_2)%	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"	"What is the highest number of <%=cellLabel(""%(column_1_type)%"", ""%(column_2_type)%"", ""%(column_3_type)%"", ""%(column_4_type)%"", %(r3_right_column)%)%> you can have without going over <%=fmtDecimal(%(total)% / 100, 2)%>?"
%(hint_r3_right_level_3)%	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"	"Try entering <%=preferredValue(%(total)%, r3c1, r3c2, r3c3, r3c4, %(r3_right_column)%)%>"
								
%(hint_buggy)%	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."	"No, this is not correct."
%(hint_done)%	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.	Please click on the highlighted button.
